,comentario,machista,fuenteURL,titulo,tipoFuente,nombreMedio,generoProtagonista,numeroProtagonista,ambito,numeroComentarios,tematica,delete,fuenteID
1677,Sí. Y también hay gente que se monta en un avión y acaba reventada contra el suelo. Sin comerlo ni beberlo. Es otro ejemplo.,0,https://www.marca.com/tiramillas/television/2021/09/07/6137c0f3ca4741ff738b45e6.html,"El Hormiguero: Ana Peleteiro, sobre el color de su piel: ""Nunca me han hecho un desprecio por ser negra""",periódico,marca,mujer,individual,mixto,258.0,marca;el hormiguero;deporte; tv; entrevista,,M1
1678,Nueva colaboradora de sálvame. Al tiempo.,C,https://www.marca.com/tiramillas/television/2021/09/07/6137c0f3ca4741ff738b45e6.html,"El Hormiguero: Ana Peleteiro, sobre el color de su piel: ""Nunca me han hecho un desprecio por ser negra""",periódico,marca,mujer,individual,mixto,258.0,marca;el hormiguero;deporte; tv; entrevista,,M1
1679,Viendo tu educación no creo que estés como para hablar de categorías de cerebros,0,https://www.marca.com/tiramillas/television/2021/09/07/6137c0f3ca4741ff738b45e6.html,"El Hormiguero: Ana Peleteiro, sobre el color de su piel: ""Nunca me han hecho un desprecio por ser negra""",periódico,marca,mujer,individual,mixto,258.0,marca;el hormiguero;deporte; tv; entrevista,,M1
1680,"La ""suerte"" puede ayudar o perjudicar pero por mucho que la vida te ponga un caramelo no significa que lo sepas aprovechar: eso depende de uno mismo. La mujer que le tocó el Euromillón y acabó mal es un ejemplo",0,https://www.marca.com/tiramillas/television/2021/09/07/6137c0f3ca4741ff738b45e6.html,"El Hormiguero: Ana Peleteiro, sobre el color de su piel: ""Nunca me han hecho un desprecio por ser negra""",periódico,marca,mujer,individual,mixto,258.0,marca;el hormiguero;deporte; tv; entrevista,,M1
1681,"y? Y tú que sabes si lo han hecho y Ruth ha declinado...invitarán a quien le sale de los mismísimos digo yo, y el consumidor que decida si ve o no",0,https://www.marca.com/tiramillas/television/2021/09/07/6137c0f3ca4741ff738b45e6.html,"El Hormiguero: Ana Peleteiro, sobre el color de su piel: ""Nunca me han hecho un desprecio por ser negra""",periódico,marca,mujer,individual,mixto,258.0,marca;el hormiguero;deporte; tv; entrevista,,M1
1682,Totalmente de acuerdo. Lo único que te digo es que el factor suerte influye. No lo puedes suprimir de la ecuación.,0,https://www.marca.com/tiramillas/television/2021/09/07/6137c0f3ca4741ff738b45e6.html,"El Hormiguero: Ana Peleteiro, sobre el color de su piel: ""Nunca me han hecho un desprecio por ser negra""",periódico,marca,mujer,individual,mixto,258.0,marca;el hormiguero;deporte; tv; entrevista,,M1
1683,"Esta medalla de Tokio no es la única medalla de Ana. Tiene otras, incluida un de oro de Europeo en pista cubierta. Pero aún así lejos de Ruth Beitia. Y Beitia aún no ha sido invitada al hormiguero ese.",0,https://www.marca.com/tiramillas/television/2021/09/07/6137c0f3ca4741ff738b45e6.html,"El Hormiguero: Ana Peleteiro, sobre el color de su piel: ""Nunca me han hecho un desprecio por ser negra""",periódico,marca,mujer,individual,mixto,258.0,marca;el hormiguero;deporte; tv; entrevista,,M1
1684,no me importaría entrenar con ella el salto del tigre,1,https://www.marca.com/tiramillas/television/2021/09/07/6137c0f3ca4741ff738b45e6.html,"El Hormiguero: Ana Peleteiro, sobre el color de su piel: ""Nunca me han hecho un desprecio por ser negra""",periódico,marca,mujer,individual,mixto,258.0,marca;el hormiguero;deporte; tv; entrevista,,M1
1685,"Menuda polémica con el temita, un antropólogo nos demostraría que si existen razas en el ser humano , como las hay en los canes y eso da características físicas bien diferenciadas. Otra cosa es mentalmente , que efectivamente todos somos humanos.... Lo mismo que no debes discriminar a un minusválido , albino, invidente , tampoco a un asiático, indio u occidental. Las personas de raza negra tienen sus ventajas y físicamente son claramente superiores. Ese es el problema , que rechazamos lo diferente o superior. Pero vamos mejorando.",0,https://www.marca.com/tiramillas/television/2021/09/07/6137c0f3ca4741ff738b45e6.html,"El Hormiguero: Ana Peleteiro, sobre el color de su piel: ""Nunca me han hecho un desprecio por ser negra""",periódico,marca,mujer,individual,mixto,258.0,marca;el hormiguero;deporte; tv; entrevista,,M1
1686,"no marchan inmediatamente después de competir, ni llegan a la vila olímpica el día antes, tienen 3 semanas...si no que hagan las olimpiadas en el Vaticano",0,https://www.marca.com/tiramillas/television/2021/09/07/6137c0f3ca4741ff738b45e6.html,"El Hormiguero: Ana Peleteiro, sobre el color de su piel: ""Nunca me han hecho un desprecio por ser negra""",periódico,marca,mujer,individual,mixto,258.0,marca;el hormiguero;deporte; tv; entrevista,,M1
1687,"y tú cuál conseguiste, figura?",0,https://www.marca.com/tiramillas/television/2021/09/07/6137c0f3ca4741ff738b45e6.html,"El Hormiguero: Ana Peleteiro, sobre el color de su piel: ""Nunca me han hecho un desprecio por ser negra""",periódico,marca,mujer,individual,mixto,258.0,marca;el hormiguero;deporte; tv; entrevista,,M1
1688,Hablas de racismo y acabas con un tópico: predicando con el ejemplo,0,https://www.marca.com/tiramillas/television/2021/09/07/6137c0f3ca4741ff738b45e6.html,"El Hormiguero: Ana Peleteiro, sobre el color de su piel: ""Nunca me han hecho un desprecio por ser negra""",periódico,marca,mujer,individual,mixto,258.0,marca;el hormiguero;deporte; tv; entrevista,,M1
1689,"De aquí un año está en sálvame. Se está labrando su futuro, no lo habéis entendido",C,https://www.marca.com/tiramillas/television/2021/09/07/6137c0f3ca4741ff738b45e6.html,"El Hormiguero: Ana Peleteiro, sobre el color de su piel: ""Nunca me han hecho un desprecio por ser negra""",periódico,marca,mujer,individual,mixto,258.0,marca;el hormiguero;deporte; tv; entrevista,,M1
1690,"menuda tonteria, igual te crees que esta chica es rica, ahora (ultimos 2 o 3 años) que sale algo en la tv, quizas gana algo mas pero los atletas estan mas cerca del mileurismo que de ser millonarios.",0,https://www.marca.com/tiramillas/television/2021/09/07/6137c0f3ca4741ff738b45e6.html,"El Hormiguero: Ana Peleteiro, sobre el color de su piel: ""Nunca me han hecho un desprecio por ser negra""",periódico,marca,mujer,individual,mixto,258.0,marca;el hormiguero;deporte; tv; entrevista,,M1
1691,"Srta. Peleteiro, yo te considero homófoba y racista por tu inoportuno comentario. Me alegré de tu medalla y al segundo te ignoré por completo.",0,https://www.marca.com/tiramillas/television/2021/09/07/6137c0f3ca4741ff738b45e6.html,"El Hormiguero: Ana Peleteiro, sobre el color de su piel: ""Nunca me han hecho un desprecio por ser negra""",periódico,marca,mujer,individual,mixto,258.0,marca;el hormiguero;deporte; tv; entrevista,,M1
1692,me das mucho asco... aplastarte la cabeza y me quedaría tan tranquilo,C,https://www.marca.com/tiramillas/television/2021/09/07/6137c0f3ca4741ff738b45e6.html,"El Hormiguero: Ana Peleteiro, sobre el color de su piel: ""Nunca me han hecho un desprecio por ser negra""",periódico,marca,mujer,individual,mixto,258.0,marca;el hormiguero;deporte; tv; entrevista,,M1
1693,"Se nota que Marca es de Elmundo y todos son de derechas y aquí los comentarios más votados son todos de enfermos racistas. Qué enfermos estáis, y qué poca cosa os debéis sentir en esta vida, sobretodo al lado de un negro jajajaja seguro la tenéis todos pequeñita jajajajajajaj pringaos",0,https://www.marca.com/tiramillas/television/2021/09/07/6137c0f3ca4741ff738b45e6.html,"El Hormiguero: Ana Peleteiro, sobre el color de su piel: ""Nunca me han hecho un desprecio por ser negra""",periódico,marca,mujer,individual,mixto,258.0,marca;el hormiguero;deporte; tv; entrevista,,M1
1694,"con ese nick y confundiendo ""haber"" con ""a ver"" dejas claro q tienes grandes limitaciones intelectuales",0,https://www.marca.com/tiramillas/television/2021/09/07/6137c0f3ca4741ff738b45e6.html,"El Hormiguero: Ana Peleteiro, sobre el color de su piel: ""Nunca me han hecho un desprecio por ser negra""",periódico,marca,mujer,individual,mixto,258.0,marca;el hormiguero;deporte; tv; entrevista,,M1
1695,"Y te voy a poner un ejemplo ¿Cuántas personas hay que les encantaría ser cantantes? Muchísimas. Gente con voces muy buenas y que han hecho cursos de canto, se han preparado, han recorrido muchos kilómetros intentando ganarse la vida en lo que les gusta y no han conseguido el éxito. Y llega El Sevilla se monta Los Mojinos Escozíos y te podrá gustar o no pero lleva más de 20 años viviendo de la música. La diferencia está en que ha sabido encontrar su espacio y hacerse su público. Cosa que otras personas con más habilidad, talento o mejor voz no han sabido.",0,https://www.marca.com/tiramillas/television/2021/09/07/6137c0f3ca4741ff738b45e6.html,"El Hormiguero: Ana Peleteiro, sobre el color de su piel: ""Nunca me han hecho un desprecio por ser negra""",periódico,marca,mujer,individual,mixto,258.0,marca;el hormiguero;deporte; tv; entrevista,,M1
1696,Tu punto de vista y el mío no son contradictorios son compatibles. Tú pones el foco en las cosas que te pasan en la vida y no puedes controlar: estoy de acuerdo contigo que hay muchas cosas en la vida que no puedes controlar y te condicionan. Pero de cada uno depende el como reaccionas ante las circunstancias. Y por el ejemplo que pones hay personas con mayordomo que viven amargadas y otras no tienen techo bajo el que dormir y son felices.,0,https://www.marca.com/tiramillas/television/2021/09/07/6137c0f3ca4741ff738b45e6.html,"El Hormiguero: Ana Peleteiro, sobre el color de su piel: ""Nunca me han hecho un desprecio por ser negra""",periódico,marca,mujer,individual,mixto,258.0,marca;el hormiguero;deporte; tv; entrevista,,M1
1697,no Hase falta desir nada más ....te la pones a rosca y muy apretada... quiol,0,https://www.marca.com/tiramillas/television/2021/09/07/6137c0f3ca4741ff738b45e6.html,"El Hormiguero: Ana Peleteiro, sobre el color de su piel: ""Nunca me han hecho un desprecio por ser negra""",periódico,marca,mujer,individual,mixto,258.0,marca;el hormiguero;deporte; tv; entrevista,,M1
1698,"Sí, el cómo te enfrentas a las cosas en la vida es importante, pero estaremos de acuerdo en que no es lo mismo tener un mal día y llegar a casa con un mayordomo que te atiende y un lomo de atún rojo que llevarte a la boca, que si no tienes ni techo que te cobije ni mesa en la que sentarte. Y bien podríamos decir: ""bueno, ambos han tenido un mal día, es la misma situación"". Pues no. Al ser humano hay que medirlo en sus hechos y sus circunstancias. Y entre esos hechos y esas circunstancias, que es a lo que yo iba, están la buena o la mala suerte, y no solo la habilidad, el talento, el esfuerzo o las decisiones personales.",0,https://www.marca.com/tiramillas/television/2021/09/07/6137c0f3ca4741ff738b45e6.html,"El Hormiguero: Ana Peleteiro, sobre el color de su piel: ""Nunca me han hecho un desprecio por ser negra""",periódico,marca,mujer,individual,mixto,258.0,marca;el hormiguero;deporte; tv; entrevista,,M1
1699,En ese aspecto lo más destacado que vi en los Juegos Olímpicos fueron algunas de las jugadoras de la selección de balonmano femenino de Hungría,C,https://www.marca.com/tiramillas/television/2021/09/07/6137c0f3ca4741ff738b45e6.html,"El Hormiguero: Ana Peleteiro, sobre el color de su piel: ""Nunca me han hecho un desprecio por ser negra""",periódico,marca,mujer,individual,mixto,258.0,marca;el hormiguero;deporte; tv; entrevista,,M1
1700,"La que estaba buena buena, era la portuguesa que hizo plata en triple salto. Le da mil patadas a la tontina esta.",1,https://www.marca.com/tiramillas/television/2021/09/07/6137c0f3ca4741ff738b45e6.html,"El Hormiguero: Ana Peleteiro, sobre el color de su piel: ""Nunca me han hecho un desprecio por ser negra""",periódico,marca,mujer,individual,mixto,258.0,marca;el hormiguero;deporte; tv; entrevista,,M1
1701,Si algo me ha enseñado la vida es a no juzgar el éxito o el fracaso por la situación de un momento puntual: esto da muchas vueltas y cuidado con tu predicción que quizás en unos años sea justo al revés,0,https://www.marca.com/tiramillas/television/2021/09/07/6137c0f3ca4741ff738b45e6.html,"El Hormiguero: Ana Peleteiro, sobre el color de su piel: ""Nunca me han hecho un desprecio por ser negra""",periódico,marca,mujer,individual,mixto,258.0,marca;el hormiguero;deporte; tv; entrevista,,M1
1702,"Ante una misma situación cada persona reacciona de una forma. Hay circunstancias que nos condicionan simplemente el ser una persona más alta o bajita, más o menos inteligente, más o menos atractiva te hace vivir unas situaciones distintas en la vida. Pero lo más importante es el como reaccionas a todo lo que te pasa en la vida. Hace poco había una noticia de una mujer que le había tocado el Euromillón y ha acabado muy mal podemos decir que el ""azar"" le puso en bandeja algo genial y mira para que le sirvió.",0,https://www.marca.com/tiramillas/television/2021/09/07/6137c0f3ca4741ff738b45e6.html,"El Hormiguero: Ana Peleteiro, sobre el color de su piel: ""Nunca me han hecho un desprecio por ser negra""",periódico,marca,mujer,individual,mixto,258.0,marca;el hormiguero;deporte; tv; entrevista,,M1
1703,me confundes con uno de tus 25 hermanos...,0,https://www.marca.com/tiramillas/television/2021/09/07/6137c0f3ca4741ff738b45e6.html,"El Hormiguero: Ana Peleteiro, sobre el color de su piel: ""Nunca me han hecho un desprecio por ser negra""",periódico,marca,mujer,individual,mixto,258.0,marca;el hormiguero;deporte; tv; entrevista,,M1
1704,"Pues la gran mayoría tendrán cuerpazos pero no significa que estén todas buenas. Porque hay cada craco que te cagas. Por otro lado, la peleteiro está como un queso ...",1,https://www.marca.com/tiramillas/television/2021/09/07/6137c0f3ca4741ff738b45e6.html,"El Hormiguero: Ana Peleteiro, sobre el color de su piel: ""Nunca me han hecho un desprecio por ser negra""",periódico,marca,mujer,individual,mixto,258.0,marca;el hormiguero;deporte; tv; entrevista,,M1
1705,"a ver... quasianalfabeto. Tú has entrado al foro y no has argumentado nada ni has hablado de la noticia (has entendido hasta aquí, hijo de padres hermanos, o te hago un croquis), y lo que has hecho es insultar, así que por lo menos ahora no vayas de víctima. Estudia un poco y empieza a argumentar algo inú til. Pero vamos que necesites comas para entender un comentario sigue dejando en evidencia tu nivel de idio tez y el nivel de retar den que tienes. Ahora a decir qeu insulto y todo lo que quieras, venga a victimizarse un poco después de haber entrado a una noticia y sin comentar nada de la misma ni nada insultar a un grupo de gente. PD: deja un rato de morderte la oreja",0,https://www.marca.com/tiramillas/television/2021/09/07/6137c0f3ca4741ff738b45e6.html,"El Hormiguero: Ana Peleteiro, sobre el color de su piel: ""Nunca me han hecho un desprecio por ser negra""",periódico,marca,mujer,individual,mixto,258.0,marca;el hormiguero;deporte; tv; entrevista,,M1
1706,"Y tu, figura de la capital, que minuto de oro has tenido a lo largo de tu vida superior a ganar una medalla en una olimpiada",0,https://www.marca.com/tiramillas/television/2021/09/07/6137c0f3ca4741ff738b45e6.html,"El Hormiguero: Ana Peleteiro, sobre el color de su piel: ""Nunca me han hecho un desprecio por ser negra""",periódico,marca,mujer,individual,mixto,258.0,marca;el hormiguero;deporte; tv; entrevista,,M1
1707,ya que parece que entiendes del tema... por qué crees que sánchez triunfó y abaskhaI y fra Casado fracasaron... !?,0,https://www.marca.com/tiramillas/television/2021/09/07/6137c0f3ca4741ff738b45e6.html,"El Hormiguero: Ana Peleteiro, sobre el color de su piel: ""Nunca me han hecho un desprecio por ser negra""",periódico,marca,mujer,individual,mixto,258.0,marca;el hormiguero;deporte; tv; entrevista,,M1
1708,Madre mía qué buena está la tia,1,https://www.marca.com/tiramillas/television/2021/09/07/6137c0f3ca4741ff738b45e6.html,"El Hormiguero: Ana Peleteiro, sobre el color de su piel: ""Nunca me han hecho un desprecio por ser negra""",periódico,marca,mujer,individual,mixto,258.0,marca;el hormiguero;deporte; tv; entrevista,,M1
1709,"Tranquilita, que hiciste bronce flipada",0,https://www.marca.com/tiramillas/television/2021/09/07/6137c0f3ca4741ff738b45e6.html,"El Hormiguero: Ana Peleteiro, sobre el color de su piel: ""Nunca me han hecho un desprecio por ser negra""",periódico,marca,mujer,individual,mixto,258.0,marca;el hormiguero;deporte; tv; entrevista,,M1
1710,"no eres más tonto porque no te entrenas. Racista y clasista, vaya pieza estás echo...",0,https://www.marca.com/tiramillas/television/2021/09/07/6137c0f3ca4741ff738b45e6.html,"El Hormiguero: Ana Peleteiro, sobre el color de su piel: ""Nunca me han hecho un desprecio por ser negra""",periódico,marca,mujer,individual,mixto,258.0,marca;el hormiguero;deporte; tv; entrevista,,M1
1711,"¿Tú dirías que el azar no existe, que el resultado de todo aquello que ejecutamos en nuestro día a día se deriva únicamente de nuestro talento, nuestro esfuerzo o nuestra habilidad? Pues no. Lo imponderable existe. Si vas borracho y matas a un señor que cruzaba un paso de peatones has tomado una mala decisión, pero si estás cruzando un paso de peatones y te mata un señor que iba borracho has tenido mala suerte. Creo, sinceramente, que es muy poco honesto no reconocer que tanto en el fracaso como en el éxito existe el azar, y que a veces las cosas salen mal o bien por elementos que no son únicamente atribuibles a méritos o deméritos propios. La suerte no es el único factor, y seguramente no sea el más importante, pero está ahí, y también juega la partida.",0,https://www.marca.com/tiramillas/television/2021/09/07/6137c0f3ca4741ff738b45e6.html,"El Hormiguero: Ana Peleteiro, sobre el color de su piel: ""Nunca me han hecho un desprecio por ser negra""",periódico,marca,mujer,individual,mixto,258.0,marca;el hormiguero;deporte; tv; entrevista,,M1
1712,"Típica chica de provincia de izquierda que le tienen comido el seso con las tonterías progres y de pronto en su mayor minuto de gloria nacional suelta una tontería progre para hacerse la guay con sus amigos. Pero con todo el país mirando no es lo más sensato tratarles de racistas. De pronto te encuentras con que has perdido un montón de potenciales contratos publicitarios por bocachancla y sales a limpiar tu imagen diciendo que no es por ti, que es por otro... Bueno chica, mientras no nos sigas insultando vende todas las zapatillas y natillas que quieras y que estén dispuestos a pagarte por promocionarles. No me hagas un Anabel Alonso o un Devermut",0,https://www.marca.com/tiramillas/television/2021/09/07/6137c0f3ca4741ff738b45e6.html,"El Hormiguero: Ana Peleteiro, sobre el color de su piel: ""Nunca me han hecho un desprecio por ser negra""",periódico,marca,mujer,individual,mixto,258.0,marca;el hormiguero;deporte; tv; entrevista,,M1
1713,"exacto, ppr fin alguien con cabeza",0,https://www.marca.com/tiramillas/television/2021/09/07/6137c0f3ca4741ff738b45e6.html,"El Hormiguero: Ana Peleteiro, sobre el color de su piel: ""Nunca me han hecho un desprecio por ser negra""",periódico,marca,mujer,individual,mixto,258.0,marca;el hormiguero;deporte; tv; entrevista,,M1
1714,Tal cual. Eso es lo que dijo. ¡Qué tía más impresentable! Solo busca publicidad.,0,https://www.marca.com/tiramillas/television/2021/09/07/6137c0f3ca4741ff738b45e6.html,"El Hormiguero: Ana Peleteiro, sobre el color de su piel: ""Nunca me han hecho un desprecio por ser negra""",periódico,marca,mujer,individual,mixto,258.0,marca;el hormiguero;deporte; tv; entrevista,,M1
1715,"Esta chica es una impresentable. Primero dijo que ""algunos españoles se iban a alegrar de que una persona de color ganase una medalla"" (vaya estupidez). Y ahora dice otra cosa para maquillar. Qué ganas de ser protagonista y que cantidad de gilipolleces en tan poco tiempo.",0,https://www.marca.com/tiramillas/television/2021/09/07/6137c0f3ca4741ff738b45e6.html,"El Hormiguero: Ana Peleteiro, sobre el color de su piel: ""Nunca me han hecho un desprecio por ser negra""",periódico,marca,mujer,individual,mixto,258.0,marca;el hormiguero;deporte; tv; entrevista,,M1
1716,"Muy interesante. Dos cosas: 1. Evidentemente, y como ya he dicho, y estoy de acuerdo contigo, hay que analizar el punto de partida del individuo y el contexto en el que le ha tocado desenvolverse. Ese contexto, por cierto, también condiciona las decisiones personales: se sabe que en situaciones de estrés (como puede ser la pobreza) el individuo tiende a tomar peores decisiones. 2. El fracaso es una posibilidad. Y se gestiona mal, desde luego. Y, lo que es peor, no nos educan para gestionarlo bien. Seguramente con buenas intenciones, pero con malos resultados. De ahí que la gente tienda a no admitirlo. Pero creo que no solo porque se les reproche la falta de esfuerzo, sino porque el fracaso tiende a asociarse con el final de algo, en lugar de como un aprendizaje para la construcción de otra cosa. En una entrevista de trabajo rara vez te preguntarán ""¿qué te ha salido mal en esta vida?"" porque se tiende a creer que nadie aprende de aquello que sale mal.",0,https://www.marca.com/tiramillas/television/2021/09/07/6137c0f3ca4741ff738b45e6.html,"El Hormiguero: Ana Peleteiro, sobre el color de su piel: ""Nunca me han hecho un desprecio por ser negra""",periódico,marca,mujer,individual,mixto,258.0,marca;el hormiguero;deporte; tv; entrevista,,M1
1717,"Esta ya mismo cuando se retire ya tendra trabajo en la sede de Podemos o del Psoe, es muy buena deportista, pero es muy victimista con el politiqueo",0,https://www.marca.com/tiramillas/television/2021/09/07/6137c0f3ca4741ff738b45e6.html,"El Hormiguero: Ana Peleteiro, sobre el color de su piel: ""Nunca me han hecho un desprecio por ser negra""",periódico,marca,mujer,individual,mixto,258.0,marca;el hormiguero;deporte; tv; entrevista,,M1
1718,"Con un par chavalota, sin complejo ninguno",0,https://www.marca.com/tiramillas/television/2021/09/07/6137c0f3ca4741ff738b45e6.html,"El Hormiguero: Ana Peleteiro, sobre el color de su piel: ""Nunca me han hecho un desprecio por ser negra""",periódico,marca,mujer,individual,mixto,258.0,marca;el hormiguero;deporte; tv; entrevista,,M1
1719,"y lo peor de todo esque te votan en positivo, es para pegarte ati y allos a mano abierta hasta cansarme",0,https://www.marca.com/tiramillas/television/2021/09/07/6137c0f3ca4741ff738b45e6.html,"El Hormiguero: Ana Peleteiro, sobre el color de su piel: ""Nunca me han hecho un desprecio por ser negra""",periódico,marca,mujer,individual,mixto,258.0,marca;el hormiguero;deporte; tv; entrevista,,M1
1720,comportándose así con un poco de suerte consigue ser barbero. Pero mermado.,0,https://www.marca.com/tiramillas/television/2021/09/07/6137c0f3ca4741ff738b45e6.html,"El Hormiguero: Ana Peleteiro, sobre el color de su piel: ""Nunca me han hecho un desprecio por ser negra""",periódico,marca,mujer,individual,mixto,258.0,marca;el hormiguero;deporte; tv; entrevista,,M1
1721,Culpar al azar de las cosas que a uno le pasan es la excusa de los que no consiguen sus objetivos para consolar sus fracasos internos.... Hay elementos en la vida que te pueden condicionar pero luego depende de cada persona el como lo afronta y como lo gestiona: Y eso no es azar.,0,https://www.marca.com/tiramillas/television/2021/09/07/6137c0f3ca4741ff738b45e6.html,"El Hormiguero: Ana Peleteiro, sobre el color de su piel: ""Nunca me han hecho un desprecio por ser negra""",periódico,marca,mujer,individual,mixto,258.0,marca;el hormiguero;deporte; tv; entrevista,,M1
1722,"Depende del contexto, insisto. En ciertos países con milllones de seres humanos, el esfuerzo da muy poca recompensa porque la mayoría viven en la miseria o soportando guerras continuas. Ni siquiera en nuestros países más o menos prósperos siempre puede hablarse de que el esfuerzo es garantía: recordemos esta crisis y la económica que empezó en 2008, gente prejubilada a la fuerza, familias en la pobreza, etcétera. Muchas. En cuanto a insistir a los individuos en el fracaso: el fracaso es una posibilidad y debe admitirse sin que nos paralice. El problema es culpar siempre a quien fracasa por no haberse esforzado lo suficiente. Por eso la gente no admite el fracaso, porque temen que se les reproche falta de esfuerzo.",0,https://www.marca.com/tiramillas/television/2021/09/07/6137c0f3ca4741ff738b45e6.html,"El Hormiguero: Ana Peleteiro, sobre el color de su piel: ""Nunca me han hecho un desprecio por ser negra""",periódico,marca,mujer,individual,mixto,258.0,marca;el hormiguero;deporte; tv; entrevista,,M1
1723,"Está el esfuerzo, están las decisiones personales, y también está el azar, que engloba todo aquello que tú no controlas. Y todos sabemos que existen elementos que tú no controlas.",0,https://www.marca.com/tiramillas/television/2021/09/07/6137c0f3ca4741ff738b45e6.html,"El Hormiguero: Ana Peleteiro, sobre el color de su piel: ""Nunca me han hecho un desprecio por ser negra""",periódico,marca,mujer,individual,mixto,258.0,marca;el hormiguero;deporte; tv; entrevista,,M1
1724,"En mi comentario me he comido una palabra (cosas de querer escribir rápido). Lo correcto sería: "". No sólo se trata de esforzarse sino de hacerlo bien. Una persona puede esforzarse mucho para aprobar un examen y suspender porque se ha pasado la mitad del tiempo dedicado a un tema que no se había enterado que NO entraba en el examen"" Así si.",0,https://www.marca.com/tiramillas/television/2021/09/07/6137c0f3ca4741ff738b45e6.html,"El Hormiguero: Ana Peleteiro, sobre el color de su piel: ""Nunca me han hecho un desprecio por ser negra""",periódico,marca,mujer,individual,mixto,258.0,marca;el hormiguero;deporte; tv; entrevista,,M1
1725,bueno eso de guapa y sexy...,1,https://www.marca.com/tiramillas/television/2021/09/07/6137c0f3ca4741ff738b45e6.html,"El Hormiguero: Ana Peleteiro, sobre el color de su piel: ""Nunca me han hecho un desprecio por ser negra""",periódico,marca,mujer,individual,mixto,258.0,marca;el hormiguero;deporte; tv; entrevista,,M1
1726,"en serio eres un ridículo, quien me está dando? Tú? el señor menottista, a ver que contesta ahora a mi comentario. Eres muy triste y no tienes ninguna argumentación, no tienes ningún comentario arguementando nada ni diciendo nada, es qeu no se puede ser más ridículo, quieres pensar que me están dando y que estoy sufriendo mucho en vez de, como es la realidad, que me estoy riendo de ti y no eres capaz de decir nada pues a la seguir intentando morderte la oreja y ser feliz en tus mundos de yupi",0,https://www.marca.com/tiramillas/television/2021/09/07/6137c0f3ca4741ff738b45e6.html,"El Hormiguero: Ana Peleteiro, sobre el color de su piel: ""Nunca me han hecho un desprecio por ser negra""",periódico,marca,mujer,individual,mixto,258.0,marca;el hormiguero;deporte; tv; entrevista,,M1
1727,"te olvidas el detalle más importante. No sólo se trata de esforzarse sino de hacerlo bien. Una persona puede esforzarse mucho para aprobar un examen y suspender porque se ha pasado la mitad del tiempo dedicado a un tema que no se había enterado que entraba en el examen. Al esfuerzo hay que sumarle otras cosas como los aciertos y errores de las personas con nuestras decisiones, además de otras circunstancias cada persona somos un mundo nuestra forma de ser y nuestras aptitudes nos condicionan y al final no es sólo esfuerzo es saber jugar tus cartas. Y si te esfuerzas mucho pero no sabes jugar tus cartas no conseguirás tus objetivos pero no por culpa del mundo sino por tus propios errores.",0,https://www.marca.com/tiramillas/television/2021/09/07/6137c0f3ca4741ff738b45e6.html,"El Hormiguero: Ana Peleteiro, sobre el color de su piel: ""Nunca me han hecho un desprecio por ser negra""",periódico,marca,mujer,individual,mixto,258.0,marca;el hormiguero;deporte; tv; entrevista,,M1
1728,"Bla bla bla. El esfuerzo de por sí ya genera recompensa, parece que no lo entiendes, que no todo es dinero en la vida, progre.",0,https://www.marca.com/tiramillas/television/2021/09/07/6137c0f3ca4741ff738b45e6.html,"El Hormiguero: Ana Peleteiro, sobre el color de su piel: ""Nunca me han hecho un desprecio por ser negra""",periódico,marca,mujer,individual,mixto,258.0,marca;el hormiguero;deporte; tv; entrevista,,M1
1729,"Racistas. machista, homófobos, incultos, perfil de una buena parte de los que comentan en Marca.com",0,https://www.marca.com/tiramillas/television/2021/09/07/6137c0f3ca4741ff738b45e6.html,"El Hormiguero: Ana Peleteiro, sobre el color de su piel: ""Nunca me han hecho un desprecio por ser negra""",periódico,marca,mujer,individual,mixto,258.0,marca;el hormiguero;deporte; tv; entrevista,,M1
1730,Ponte a entrenar y déjate de tonterias,0,https://www.marca.com/tiramillas/television/2021/09/07/6137c0f3ca4741ff738b45e6.html,"El Hormiguero: Ana Peleteiro, sobre el color de su piel: ""Nunca me han hecho un desprecio por ser negra""",periódico,marca,mujer,individual,mixto,258.0,marca;el hormiguero;deporte; tv; entrevista,,M1
1731,"Me pregunto qué habrás recogido tú porque nunca tratas bien a nadie... Y no, te lo repito, te pongas como te pongas, no siempre se recoge cuando se siembra... La vida es así de complicada. ¿Te da miedo? Pues te fastidias porque es así. ¿Te resulta difícil de aceptar que el esfuerzo no te garantiza nada y que vas a moverte, como la mayoría, en la inseguridad (sin que eso signifique que te tengan que ir mal las cosas necesariamente)? Pues lo siento... Seguramente con tus maravillosos comentarios sobre las mujeres, que si solo se interesan por la pasta y tal, te habrán hecho recoger mucho, mucho... Yo creo que tú tienes mucha boquilla...",0,https://www.marca.com/tiramillas/television/2021/09/07/6137c0f3ca4741ff738b45e6.html,"El Hormiguero: Ana Peleteiro, sobre el color de su piel: ""Nunca me han hecho un desprecio por ser negra""",periódico,marca,mujer,individual,mixto,258.0,marca;el hormiguero;deporte; tv; entrevista,,M1
